sourceDataset,year,areaName,industryMediumClassName,currencyUnitName,averageSalesAmountRaw,averageSalesAmountKrwAssumed,areaUnitAverageSalesAmountRaw,areaUnitAverageSalesAmountKrwAssumed,amountUnitAssumption
area_industry_average_out,2021,전남,분식,(단위 :천원),8791,8791000,418,418000,FTC franchise API raw amount values are assumed to be in KRW thousand units based on franchise disclosure conventions.
area_industry_average_out,2021,경북,분식,(단위 :천원),6734,6734000,969,969000,FTC franchise API raw amount values are assumed to be in KRW thousand units based on franchise disclosure conventions.
area_industry_average_out,2021,경남,분식,(단위 :천원),7162,7162000,412,412000,FTC franchise API raw amount values are assumed to be in KRW thousand units based on franchise disclosure conventions.
area_industry_average_out,2021,제주,분식,(단위 :천원),11125,11125000,689,689000,FTC franchise API raw amount values are assumed to be in KRW thousand units based on franchise disclosure conventions.
area_industry_average_out,2021,세종,분식,(단위 :천원),8238,8238000,666,666000,FTC franchise API raw amount values are assumed to be in KRW thousand units based on franchise disclosure conventions.
area_industry_average_out,2021,울산,한식,(단위 :천원),18835,18835000,521,521000,FTC franchise API raw amount values are assumed to be in KRW thousand units based on franchise disclosure conventions.
area_industry_average_out,2021,경기,한식,(단위 :천원),13672,13672000,465,465000,FTC franchise API raw amount values are assumed to be in KRW thousand units based on franchise disclosure conventions.
area_industry_average_out,2021,강원,한식,(단위 :천원),13480,13480000,475,475000,FTC franchise API raw amount values are assumed to be in KRW thousand units based on franchise disclosure conventions.
area_industry_average_out,2021,서울,패스트푸드,(단위 :천원),9719,9719000,455,455000,FTC franchise API raw amount values are assumed to be in KRW thousand units based on franchise disclosure conventions.
area_industry_average_out,2021,부산,패스트푸드,(단위 :천원),10298,10298000,282,282000,FTC franchise API raw amount values are assumed to be in KRW thousand units based on franchise disclosure conventions.
area_industry_average_out,2021,대구,패스트푸드,(단위 :천원),18127,18127000,413,413000,FTC franchise API raw amount values are assumed to be in KRW thousand units based on franchise disclosure conventions.
area_industry_average_out,2021,인천,패스트푸드,(단위 :천원),7089,7089000,252,252000,FTC franchise API raw amount values are assumed to be in KRW thousand units based on franchise disclosure conventions.
area_industry_average_out,2021,광주,패스트푸드,(단위 :천원),23498,23498000,535,535000,FTC franchise API raw amount values are assumed to be in KRW thousand units based on franchise disclosure conventions.
area_industry_average_out,2021,대전,패스트푸드,(단위 :천원),8713,8713000,328,328000,FTC franchise API raw amount values are assumed to be in KRW thousand units based on franchise disclosure conventions.
area_industry_average_out,2021,울산,패스트푸드,(단위 :천원),6810,6810000,199,199000,FTC franchise API raw amount values are assumed to be in KRW thousand units based on franchise disclosure conventions.
area_industry_average_out,2021,경기,패스트푸드,(단위 :천원),5650,5650000,269,269000,FTC franchise API raw amount values are assumed to be in KRW thousand units based on franchise disclosure conventions.
area_industry_average_out,2021,강원,패스트푸드,(단위 :천원),7848,7848000,348,348000,FTC franchise API raw amount values are assumed to be in KRW thousand units based on franchise disclosure conventions.
area_industry_average_out,2021,충북,패스트푸드,(단위 :천원),14731,14731000,333,333000,FTC franchise API raw amount values are assumed to be in KRW thousand units based on franchise disclosure conventions.
area_industry_average_out,2021,충남,패스트푸드,(단위 :천원),13193,13193000,275,275000,FTC franchise API raw amount values are assumed to be in KRW thousand units based on franchise disclosure conventions.
area_industry_average_out,2021,전북,패스트푸드,(단위 :천원),17305,17305000,498,498000,FTC franchise API raw amount values are assumed to be in KRW thousand units based on franchise disclosure conventions.
area_industry_average_out,2021,전남,패스트푸드,(단위 :천원),12279,12279000,293,293000,FTC franchise API raw amount values are assumed to be in KRW thousand units based on franchise disclosure conventions.
area_industry_average_out,2021,경북,패스트푸드,(단위 :천원),11540,11540000,339,339000,FTC franchise API raw amount values are assumed to be in KRW thousand units based on franchise disclosure conventions.
area_industry_average_out,2021,서울,기타 외식,(단위 :천원),18470,18470000,718,718000,FTC franchise API raw amount values are assumed to be in KRW thousand units based on franchise disclosure conventions.
area_industry_average_out,2021,부산,기타 외식,(단위 :천원),13916,13916000,551,551000,FTC franchise API raw amount values are assumed to be in KRW thousand units based on franchise disclosure conventions.
area_industry_average_out,2021,대구,기타 외식,(단위 :천원),14315,14315000,505,505000,FTC franchise API raw amount values are assumed to be in KRW thousand units based on franchise disclosure conventions.
area_industry_average_out,2021,인천,기타 외식,(단위 :천원),17949,17949000,819,819000,FTC franchise API raw amount values are assumed to be in KRW thousand units based on franchise disclosure conventions.
area_industry_average_out,2021,광주,기타 외식,(단위 :천원),16521,16521000,616,616000,FTC franchise API raw amount values are assumed to be in KRW thousand units based on franchise disclosure conventions.
area_industry_average_out,2021,대전,기타 외식,(단위 :천원),14452,14452000,703,703000,FTC franchise API raw amount values are assumed to be in KRW thousand units based on franchise disclosure conventions.
area_industry_average_out,2021,울산,기타 외식,(단위 :천원),11832,11832000,483,483000,FTC franchise API raw amount values are assumed to be in KRW thousand units based on franchise disclosure conventions.
area_industry_average_out,2021,경기,기타 외식,(단위 :천원),13029,13029000,584,584000,FTC franchise API raw amount values are assumed to be in KRW thousand units based on franchise disclosure conventions.
area_industry_average_out,2021,강원,기타 외식,(단위 :천원),11698,11698000,621,621000,FTC franchise API raw amount values are assumed to be in KRW thousand units based on franchise disclosure conventions.
area_industry_average_out,2021,충북,기타 외식,(단위 :천원),12124,12124000,460,460000,FTC franchise API raw amount values are assumed to be in KRW thousand units based on franchise disclosure conventions.
area_industry_average_out,2021,충남,기타 외식,(단위 :천원),14819,14819000,557,557000,FTC franchise API raw amount values are assumed to be in KRW thousand units based on franchise disclosure conventions.
area_industry_average_out,2021,전북,기타 외식,(단위 :천원),15092,15092000,610,610000,FTC franchise API raw amount values are assumed to be in KRW thousand units based on franchise disclosure conventions.
area_industry_average_out,2021,전남,기타 외식,(단위 :천원),10716,10716000,416,416000,FTC franchise API raw amount values are assumed to be in KRW thousand units based on franchise disclosure conventions.
area_industry_average_out,2021,경북,기타 외식,(단위 :천원),11793,11793000,404,404000,FTC franchise API raw amount values are assumed to be in KRW thousand units based on franchise disclosure conventions.
area_industry_average_out,2021,경남,기타 외식,(단위 :천원),12689,12689000,658,658000,FTC franchise API raw amount values are assumed to be in KRW thousand units based on franchise disclosure conventions.
area_industry_average_out,2021,제주,기타 외식,(단위 :천원),15883,15883000,675,675000,FTC franchise API raw amount values are assumed to be in KRW thousand units based on franchise disclosure conventions.
area_industry_average_out,2021,세종,기타 외식,(단위 :천원),8789,8789000,578,578000,FTC franchise API raw amount values are assumed to be in KRW thousand units based on franchise disclosure conventions.
area_industry_average_out,2021,세종,일식,(단위 :천원),0,0,0,0,FTC franchise API raw amount values are assumed to be in KRW thousand units based on franchise disclosure conventions.
area_industry_average_out,2021,서울,서양식,(단위 :천원),29721,29721000,1290,1290000,FTC franchise API raw amount values are assumed to be in KRW thousand units based on franchise disclosure conventions.
area_industry_average_out,2021,부산,서양식,(단위 :천원),22686,22686000,431,431000,FTC franchise API raw amount values are assumed to be in KRW thousand units based on franchise disclosure conventions.
area_industry_average_out,2021,대구,서양식,(단위 :천원),35901,35901000,741,741000,FTC franchise API raw amount values are assumed to be in KRW thousand units based on franchise disclosure conventions.
area_industry_average_out,2021,인천,서양식,(단위 :천원),11855,11855000,469,469000,FTC franchise API raw amount values are assumed to be in KRW thousand units based on franchise disclosure conventions.
area_industry_average_out,2021,광주,서양식,(단위 :천원),9547,9547000,107,107000,FTC franchise API raw amount values are assumed to be in KRW thousand units based on franchise disclosure conventions.
area_industry_average_out,2021,대전,서양식,(단위 :천원),1397,1397000,145,145000,FTC franchise API raw amount values are assumed to be in KRW thousand units based on franchise disclosure conventions.
area_industry_average_out,2021,울산,서양식,(단위 :천원),0,0,0,0,FTC franchise API raw amount values are assumed to be in KRW thousand units based on franchise disclosure conventions.
area_industry_average_out,2021,경기,서양식,(단위 :천원),16433,16433000,1081,1081000,FTC franchise API raw amount values are assumed to be in KRW thousand units based on franchise disclosure conventions.
area_industry_average_out,2021,강원,서양식,(단위 :천원),8836,8836000,110,110000,FTC franchise API raw amount values are assumed to be in KRW thousand units based on franchise disclosure conventions.
area_industry_average_out,2021,충북,서양식,(단위 :천원),11393,11393000,118,118000,FTC franchise API raw amount values are assumed to be in KRW thousand units based on franchise disclosure conventions.
area_industry_average_out,2021,충남,서양식,(단위 :천원),23720,23720000,463,463000,FTC franchise API raw amount values are assumed to be in KRW thousand units based on franchise disclosure conventions.
area_industry_average_out,2021,전북,서양식,(단위 :천원),32275,32275000,846,846000,FTC franchise API raw amount values are assumed to be in KRW thousand units based on franchise disclosure conventions.
area_industry_average_out,2021,전남,서양식,(단위 :천원),5118,5118000,44,44000,FTC franchise API raw amount values are assumed to be in KRW thousand units based on franchise disclosure conventions.
area_industry_average_out,2021,경북,서양식,(단위 :천원),16756,16756000,301,301000,FTC franchise API raw amount values are assumed to be in KRW thousand units based on franchise disclosure conventions.
area_industry_average_out,2021,경남,서양식,(단위 :천원),13958,13958000,288,288000,FTC franchise API raw amount values are assumed to be in KRW thousand units based on franchise disclosure conventions.
area_industry_average_out,2021,제주,서양식,(단위 :천원),54070,54070000,543,543000,FTC franchise API raw amount values are assumed to be in KRW thousand units based on franchise disclosure conventions.
area_industry_average_out,2021,충북,제과제빵,(단위 :천원),5674,5674000,368,368000,FTC franchise API raw amount values are assumed to be in KRW thousand units based on franchise disclosure conventions.
area_industry_average_out,2021,충남,제과제빵,(단위 :천원),5882,5882000,358,358000,FTC franchise API raw amount values are assumed to be in KRW thousand units based on franchise disclosure conventions.
area_industry_average_out,2021,전북,제과제빵,(단위 :천원),7344,7344000,621,621000,FTC franchise API raw amount values are assumed to be in KRW thousand units based on franchise disclosure conventions.
area_industry_average_out,2021,전남,제과제빵,(단위 :천원),5466,5466000,300,300000,FTC franchise API raw amount values are assumed to be in KRW thousand units based on franchise disclosure conventions.
area_industry_average_out,2021,경북,제과제빵,(단위 :천원),4805,4805000,406,406000,FTC franchise API raw amount values are assumed to be in KRW thousand units based on franchise disclosure conventions.
area_industry_average_out,2021,경남,제과제빵,(단위 :천원),4972,4972000,369,369000,FTC franchise API raw amount values are assumed to be in KRW thousand units based on franchise disclosure conventions.
area_industry_average_out,2021,제주,제과제빵,(단위 :천원),9866,9866000,1230,1230000,FTC franchise API raw amount values are assumed to be in KRW thousand units based on franchise disclosure conventions.
area_industry_average_out,2021,세종,제과제빵,(단위 :천원),24097,24097000,1128,1128000,FTC franchise API raw amount values are assumed to be in KRW thousand units based on franchise disclosure conventions.
area_industry_average_out,2021,경남,패스트푸드,(단위 :천원),7155,7155000,206,206000,FTC franchise API raw amount values are assumed to be in KRW thousand units based on franchise disclosure conventions.
area_industry_average_out,2021,제주,패스트푸드,(단위 :천원),20313,20313000,822,822000,FTC franchise API raw amount values are assumed to be in KRW thousand units based on franchise disclosure conventions.
area_industry_average_out,2021,세종,패스트푸드,(단위 :천원),30894,30894000,863,863000,FTC franchise API raw amount values are assumed to be in KRW thousand units based on franchise disclosure conventions.
area_industry_average_out,2021,서울,치킨,(단위 :천원),5902,5902000,355,355000,FTC franchise API raw amount values are assumed to be in KRW thousand units based on franchise disclosure conventions.
area_industry_average_out,2021,부산,치킨,(단위 :천원),6839,6839000,428,428000,FTC franchise API raw amount values are assumed to be in KRW thousand units based on franchise disclosure conventions.
area_industry_average_out,2021,대구,치킨,(단위 :천원),7148,7148000,447,447000,FTC franchise API raw amount values are assumed to be in KRW thousand units based on franchise disclosure conventions.
area_industry_average_out,2021,인천,치킨,(단위 :천원),9221,9221000,541,541000,FTC franchise API raw amount values are assumed to be in KRW thousand units based on franchise disclosure conventions.
area_industry_average_out,2021,광주,치킨,(단위 :천원),11514,11514000,691,691000,FTC franchise API raw amount values are assumed to be in KRW thousand units based on franchise disclosure conventions.
area_industry_average_out,2021,서울,일식,(단위 :천원),32545,32545000,996,996000,FTC franchise API raw amount values are assumed to be in KRW thousand units based on franchise disclosure conventions.
area_industry_average_out,2021,부산,일식,(단위 :천원),27103,27103000,677,677000,FTC franchise API raw amount values are assumed to be in KRW thousand units based on franchise disclosure conventions.
area_industry_average_out,2021,경남,중식,(단위 :천원),19244,19244000,531,531000,FTC franchise API raw amount values are assumed to be in KRW thousand units based on franchise disclosure conventions.
area_industry_average_out,2021,제주,중식,(단위 :천원),22585,22585000,554,554000,FTC franchise API raw amount values are assumed to be in KRW thousand units based on franchise disclosure conventions.
area_industry_average_out,2021,세종,중식,(단위 :천원),0,0,0,0,FTC franchise API raw amount values are assumed to be in KRW thousand units based on franchise disclosure conventions.
area_industry_average_out,2021,서울,아이스크림/빙수 ,(단위 :천원),4177,4177000,217,217000,FTC franchise API raw amount values are assumed to be in KRW thousand units based on franchise disclosure conventions.
area_industry_average_out,2021,부산,아이스크림/빙수 ,(단위 :천원),7027,7027000,375,375000,FTC franchise API raw amount values are assumed to be in KRW thousand units based on franchise disclosure conventions.
area_industry_average_out,2021,대구,아이스크림/빙수 ,(단위 :천원),9098,9098000,449,449000,FTC franchise API raw amount values are assumed to be in KRW thousand units based on franchise disclosure conventions.
area_industry_average_out,2021,인천,아이스크림/빙수 ,(단위 :천원),7874,7874000,365,365000,FTC franchise API raw amount values are assumed to be in KRW thousand units based on franchise disclosure conventions.
area_industry_average_out,2021,광주,아이스크림/빙수 ,(단위 :천원),17330,17330000,710,710000,FTC franchise API raw amount values are assumed to be in KRW thousand units based on franchise disclosure conventions.
area_industry_average_out,2021,대전,아이스크림/빙수 ,(단위 :천원),15489,15489000,612,612000,FTC franchise API raw amount values are assumed to be in KRW thousand units based on franchise disclosure conventions.
area_industry_average_out,2021,울산,아이스크림/빙수 ,(단위 :천원),14969,14969000,731,731000,FTC franchise API raw amount values are assumed to be in KRW thousand units based on franchise disclosure conventions.
area_industry_average_out,2021,경기,아이스크림/빙수 ,(단위 :천원),2351,2351000,140,140000,FTC franchise API raw amount values are assumed to be in KRW thousand units based on franchise disclosure conventions.
area_industry_average_out,2021,강원,아이스크림/빙수 ,(단위 :천원),17563,17563000,821,821000,FTC franchise API raw amount values are assumed to be in KRW thousand units based on franchise disclosure conventions.
area_industry_average_out,2021,충북,아이스크림/빙수 ,(단위 :천원),12468,12468000,557,557000,FTC franchise API raw amount values are assumed to be in KRW thousand units based on franchise disclosure conventions.
area_industry_average_out,2021,충남,아이스크림/빙수 ,(단위 :천원),11402,11402000,647,647000,FTC franchise API raw amount values are assumed to be in KRW thousand units based on franchise disclosure conventions.
area_industry_average_out,2021,전북,아이스크림/빙수 ,(단위 :천원),12583,12583000,697,697000,FTC franchise API raw amount values are assumed to be in KRW thousand units based on franchise disclosure conventions.
area_industry_average_out,2021,전남,아이스크림/빙수 ,(단위 :천원),11337,11337000,465,465000,FTC franchise API raw amount values are assumed to be in KRW thousand units based on franchise disclosure conventions.
area_industry_average_out,2021,경북,아이스크림/빙수 ,(단위 :천원),7822,7822000,421,421000,FTC franchise API raw amount values are assumed to be in KRW thousand units based on franchise disclosure conventions.
area_industry_average_out,2021,경남,아이스크림/빙수 ,(단위 :천원),5822,5822000,276,276000,FTC franchise API raw amount values are assumed to be in KRW thousand units based on franchise disclosure conventions.
area_industry_average_out,2021,제주,아이스크림/빙수 ,(단위 :천원),21599,21599000,774,774000,FTC franchise API raw amount values are assumed to be in KRW thousand units based on franchise disclosure conventions.
area_industry_average_out,2021,세종,아이스크림/빙수 ,(단위 :천원),28241,28241000,1493,1493000,FTC franchise API raw amount values are assumed to be in KRW thousand units based on franchise disclosure conventions.
area_industry_average_out,2021,서울,커피,(단위 :천원),4020,4020000,239,239000,FTC franchise API raw amount values are assumed to be in KRW thousand units based on franchise disclosure conventions.
area_industry_average_out,2021,부산,커피,(단위 :천원),4982,4982000,234,234000,FTC franchise API raw amount values are assumed to be in KRW thousand units based on franchise disclosure conventions.
area_industry_average_out,2021,대구,커피,(단위 :천원),7624,7624000,332,332000,FTC franchise API raw amount values are assumed to be in KRW thousand units based on franchise disclosure conventions.
area_industry_average_out,2021,인천,커피,(단위 :천원),5780,5780000,307,307000,FTC franchise API raw amount values are assumed to be in KRW thousand units based on franchise disclosure conventions.
area_industry_average_out,2021,광주,커피,(단위 :천원),7288,7288000,391,391000,FTC franchise API raw amount values are assumed to be in KRW thousand units based on franchise disclosure conventions.
area_industry_average_out,2021,대전,커피,(단위 :천원),8386,8386000,316,316000,FTC franchise API raw amount values are assumed to be in KRW thousand units based on franchise disclosure conventions.
area_industry_average_out,2021,울산,커피,(단위 :천원),7767,7767000,311,311000,FTC franchise API raw amount values are assumed to be in KRW thousand units based on franchise disclosure conventions.
area_industry_average_out,2021,경기,커피,(단위 :천원),2832,2832000,150,150000,FTC franchise API raw amount values are assumed to be in KRW thousand units based on franchise disclosure conventions.
area_industry_average_out,2021,강원,커피,(단위 :천원),9494,9494000,365,365000,FTC franchise API raw amount values are assumed to be in KRW thousand units based on franchise disclosure conventions.
area_industry_average_out,2021,충북,커피,(단위 :천원),7905,7905000,311,311000,FTC franchise API raw amount values are assumed to be in KRW thousand units based on franchise disclosure conventions.
area_industry_average_out,2021,충남,커피,(단위 :천원),7669,7669000,303,303000,FTC franchise API raw amount values are assumed to be in KRW thousand units based on franchise disclosure conventions.
area_industry_average_out,2021,대구,일식,(단위 :천원),16383,16383000,367,367000,FTC franchise API raw amount values are assumed to be in KRW thousand units based on franchise disclosure conventions.
area_industry_average_out,2021,인천,일식,(단위 :천원),39544,39544000,538,538000,FTC franchise API raw amount values are assumed to be in KRW thousand units based on franchise disclosure conventions.
area_industry_average_out,2021,광주,일식,(단위 :천원),10886,10886000,483,483000,FTC franchise API raw amount values are assumed to be in KRW thousand units based on franchise disclosure conventions.
area_industry_average_out,2021,대전,일식,(단위 :천원),12442,12442000,473,473000,FTC franchise API raw amount values are assumed to be in KRW thousand units based on franchise disclosure conventions.
area_industry_average_out,2021,울산,일식,(단위 :천원),13824,13824000,613,613000,FTC franchise API raw amount values are assumed to be in KRW thousand units based on franchise disclosure conventions.
area_industry_average_out,2021,경기,일식,(단위 :천원),23684,23684000,1060,1060000,FTC franchise API raw amount values are assumed to be in KRW thousand units based on franchise disclosure conventions.
area_industry_average_out,2021,강원,일식,(단위 :천원),50430,50430000,291,291000,FTC franchise API raw amount values are assumed to be in KRW thousand units based on franchise disclosure conventions.
area_industry_average_out,2021,충북,일식,(단위 :천원),22654,22654000,493,493000,FTC franchise API raw amount values are assumed to be in KRW thousand units based on franchise disclosure conventions.
area_industry_average_out,2021,충남,일식,(단위 :천원),33470,33470000,545,545000,FTC franchise API raw amount values are assumed to be in KRW thousand units based on franchise disclosure conventions.
area_industry_average_out,2021,전북,일식,(단위 :천원),1815,1815000,129,129000,FTC franchise API raw amount values are assumed to be in KRW thousand units based on franchise disclosure conventions.
area_industry_average_out,2021,전남,일식,(단위 :천원),8799,8799000,456,456000,FTC franchise API raw amount values are assumed to be in KRW thousand units based on franchise disclosure conventions.
area_industry_average_out,2021,경북,일식,(단위 :천원),17412,17412000,365,365000,FTC franchise API raw amount values are assumed to be in KRW thousand units based on franchise disclosure conventions.
area_industry_average_out,2021,경남,일식,(단위 :천원),25801,25801000,227,227000,FTC franchise API raw amount values are assumed to be in KRW thousand units based on franchise disclosure conventions.
area_industry_average_out,2021,제주,일식,(단위 :천원),8068,8068000,487,487000,FTC franchise API raw amount values are assumed to be in KRW thousand units based on franchise disclosure conventions.
area_industry_average_out,2021,세종,서양식,(단위 :천원),33948,33948000,1108,1108000,FTC franchise API raw amount values are assumed to be in KRW thousand units based on franchise disclosure conventions.
area_industry_average_out,2022,세종,치킨,(단위 :천원),406321,406321000,22880,22880000,FTC franchise API raw amount values are assumed to be in KRW thousand units based on franchise disclosure conventions.
area_industry_average_out,2022,제주,치킨,(단위 :천원),270576,270576000,13727,13727000,FTC franchise API raw amount values are assumed to be in KRW thousand units based on franchise disclosure conventions.
area_industry_average_out,2022,대전,피자,(단위 :천원),320362,320362000,18377,18377000,FTC franchise API raw amount values are assumed to be in KRW thousand units based on franchise disclosure conventions.
area_industry_average_out,2022,광주,피자,(단위 :천원),322178,322178000,18638,18638000,FTC franchise API raw amount values are assumed to be in KRW thousand units based on franchise disclosure conventions.
area_industry_average_out,2022,인천,피자,(단위 :천원),335122,335122000,20007,20007000,FTC franchise API raw amount values are assumed to be in KRW thousand units based on franchise disclosure conventions.
area_industry_average_out,2022,경남,치킨,(단위 :천원),186052,186052000,11486,11486000,FTC franchise API raw amount values are assumed to be in KRW thousand units based on franchise disclosure conventions.
area_industry_average_out,2022,경북,치킨,(단위 :천원),178086,178086000,11695,11695000,FTC franchise API raw amount values are assumed to be in KRW thousand units based on franchise disclosure conventions.
area_industry_average_out,2022,전남,치킨,(단위 :천원),211169,211169000,12088,12088000,FTC franchise API raw amount values are assumed to be in KRW thousand units based on franchise disclosure conventions.
area_industry_average_out,2022,전북,치킨,(단위 :천원),202853,202853000,11133,11133000,FTC franchise API raw amount values are assumed to be in KRW thousand units based on franchise disclosure conventions.
area_industry_average_out,2022,충남,치킨,(단위 :천원),199520,199520000,11322,11322000,FTC franchise API raw amount values are assumed to be in KRW thousand units based on franchise disclosure conventions.
area_industry_average_out,2022,충북,치킨,(단위 :천원),196794,196794000,11362,11362000,FTC franchise API raw amount values are assumed to be in KRW thousand units based on franchise disclosure conventions.
area_industry_average_out,2022,강원,치킨,(단위 :천원),190103,190103000,11162,11162000,FTC franchise API raw amount values are assumed to be in KRW thousand units based on franchise disclosure conventions.
area_industry_average_out,2022,경기,치킨,(단위 :천원),179832,179832000,12846,12846000,FTC franchise API raw amount values are assumed to be in KRW thousand units based on franchise disclosure conventions.
area_industry_average_out,2022,울산,치킨,(단위 :천원),224464,224464000,15717,15717000,FTC franchise API raw amount values are assumed to be in KRW thousand units based on franchise disclosure conventions.
area_industry_average_out,2022,대전,치킨,(단위 :천원),237762,237762000,14529,14529000,FTC franchise API raw amount values are assumed to be in KRW thousand units based on franchise disclosure conventions.
area_industry_average_out,2022,광주,치킨,(단위 :천원),256317,256317000,16608,16608000,FTC franchise API raw amount values are assumed to be in KRW thousand units based on franchise disclosure conventions.
area_industry_average_out,2022,인천,치킨,(단위 :천원),226853,226853000,15578,15578000,FTC franchise API raw amount values are assumed to be in KRW thousand units based on franchise disclosure conventions.
area_industry_average_out,2022,대구,치킨,(단위 :천원),237852,237852000,14359,14359000,FTC franchise API raw amount values are assumed to be in KRW thousand units based on franchise disclosure conventions.
area_industry_average_out,2022,부산,치킨,(단위 :천원),196046,196046000,13464,13464000,FTC franchise API raw amount values are assumed to be in KRW thousand units based on franchise disclosure conventions.
area_industry_average_out,2022,서울,치킨,(단위 :천원),232221,232221000,16597,16597000,FTC franchise API raw amount values are assumed to be in KRW thousand units based on franchise disclosure conventions.
area_industry_average_out,2022,대구,피자,(단위 :천원),237937,237937000,14510,14510000,FTC franchise API raw amount values are assumed to be in KRW thousand units based on franchise disclosure conventions.
area_industry_average_out,2022,부산,피자,(단위 :천원),252371,252371000,14908,14908000,FTC franchise API raw amount values are assumed to be in KRW thousand units based on franchise disclosure conventions.
area_industry_average_out,2022,서울,피자,(단위 :천원),275357,275357000,21673,21673000,FTC franchise API raw amount values are assumed to be in KRW thousand units based on franchise disclosure conventions.
area_industry_average_out,2022,대구,기타 외국식,(단위 :천원),300040,300040000,10842,10842000,FTC franchise API raw amount values are assumed to be in KRW thousand units based on franchise disclosure conventions.
area_industry_average_out,2022,부산,기타 외국식,(단위 :천원),155456,155456000,8689,8689000,FTC franchise API raw amount values are assumed to be in KRW thousand units based on franchise disclosure conventions.
area_industry_average_out,2022,서울,기타 외국식,(단위 :천원),327344,327344000,17589,17589000,FTC franchise API raw amount values are assumed to be in KRW thousand units based on franchise disclosure conventions.
area_industry_average_out,2022,서울,제과제빵,(단위 :천원),301430,301430000,21798,21798000,FTC franchise API raw amount values are assumed to be in KRW thousand units based on franchise disclosure conventions.
area_industry_average_out,2022,세종,피자,(단위 :천원),220640,220640000,13436,13436000,FTC franchise API raw amount values are assumed to be in KRW thousand units based on franchise disclosure conventions.
area_industry_average_out,2022,제주,피자,(단위 :천원),291036,291036000,16658,16658000,FTC franchise API raw amount values are assumed to be in KRW thousand units based on franchise disclosure conventions.
area_industry_average_out,2022,경남,피자,(단위 :천원),187713,187713000,10999,10999000,FTC franchise API raw amount values are assumed to be in KRW thousand units based on franchise disclosure conventions.
area_industry_average_out,2022,경북,피자,(단위 :천원),199392,199392000,11844,11844000,FTC franchise API raw amount values are assumed to be in KRW thousand units based on franchise disclosure conventions.
area_industry_average_out,2022,전남,피자,(단위 :천원),257810,257810000,14748,14748000,FTC franchise API raw amount values are assumed to be in KRW thousand units based on franchise disclosure conventions.
area_industry_average_out,2022,전북,피자,(단위 :천원),235618,235618000,14634,14634000,FTC franchise API raw amount values are assumed to be in KRW thousand units based on franchise disclosure conventions.
area_industry_average_out,2022,충남,피자,(단위 :천원),262298,262298000,14536,14536000,FTC franchise API raw amount values are assumed to be in KRW thousand units based on franchise disclosure conventions.
area_industry_average_out,2022,충북,피자,(단위 :천원),286158,286158000,16698,16698000,FTC franchise API raw amount values are assumed to be in KRW thousand units based on franchise disclosure conventions.
area_industry_average_out,2022,강원,피자,(단위 :천원),254141,254141000,14256,14256000,FTC franchise API raw amount values are assumed to be in KRW thousand units based on franchise disclosure conventions.
area_industry_average_out,2022,경기,음료 (커피 외),(단위 :천원),155462,155462000,11234,11234000,FTC franchise API raw amount values are assumed to be in KRW thousand units based on franchise disclosure conventions.
area_industry_average_out,2022,울산,음료 (커피 외),(단위 :천원),294118,294118000,14418,14418000,FTC franchise API raw amount values are assumed to be in KRW thousand units based on franchise disclosure conventions.
area_industry_average_out,2022,대전,음료 (커피 외),(단위 :천원),161704,161704000,11164,11164000,FTC franchise API raw amount values are assumed to be in KRW thousand units based on franchise disclosure conventions.
area_industry_average_out,2022,광주,음료 (커피 외),(단위 :천원),125745,125745000,7637,7637000,FTC franchise API raw amount values are assumed to be in KRW thousand units based on franchise disclosure conventions.
area_industry_average_out,2022,인천,음료 (커피 외),(단위 :천원),136374,136374000,9839,9839000,FTC franchise API raw amount values are assumed to be in KRW thousand units based on franchise disclosure conventions.
area_industry_average_out,2022,울산,피자,(단위 :천원),237473,237473000,14768,14768000,FTC franchise API raw amount values are assumed to be in KRW thousand units based on franchise disclosure conventions.
area_industry_average_out,2022,세종,제과제빵,(단위 :천원),425897,425897000,18219,18219000,FTC franchise API raw amount values are assumed to be in KRW thousand units based on franchise disclosure conventions.
area_industry_average_out,2022,제주,제과제빵,(단위 :천원),389249,389249000,14751,14751000,FTC franchise API raw amount values are assumed to be in KRW thousand units based on franchise disclosure conventions.
area_industry_average_out,2022,경남,제과제빵,(단위 :천원),189374,189374000,14820,14820000,FTC franchise API raw amount values are assumed to be in KRW thousand units based on franchise disclosure conventions.
area_industry_average_out,2022,경북,제과제빵,(단위 :천원),248891,248891000,13084,13084000,FTC franchise API raw amount values are assumed to be in KRW thousand units based on franchise disclosure conventions.
area_industry_average_out,2022,전남,제과제빵,(단위 :천원),257739,257739000,13049,13049000,FTC franchise API raw amount values are assumed to be in KRW thousand units based on franchise disclosure conventions.
area_industry_average_out,2022,전북,제과제빵,(단위 :천원),257084,257084000,15449,15449000,FTC franchise API raw amount values are assumed to be in KRW thousand units based on franchise disclosure conventions.
area_industry_average_out,2022,충남,제과제빵,(단위 :천원),295172,295172000,14893,14893000,FTC franchise API raw amount values are assumed to be in KRW thousand units based on franchise disclosure conventions.
area_industry_average_out,2022,충북,제과제빵,(단위 :천원),244643,244643000,16161,16161000,FTC franchise API raw amount values are assumed to be in KRW thousand units based on franchise disclosure conventions.
area_industry_average_out,2022,강원,제과제빵,(단위 :천원),274975,274975000,13984,13984000,FTC franchise API raw amount values are assumed to be in KRW thousand units based on franchise disclosure conventions.
